ID,Mapping
8821,"Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use"
8830,"Cinematographic film; exposed and developed, whether or not incorporating a sound track or consisting only of sound track, of a width less than 35mm"
8922,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week"
8931,Plastics; articles for the conveyance or packing of goods n.e.s. in heading no. 3923~Plastics; articles for the conveyance or packing of goods n.e.c. in heading no. 3923
8932,"Plastics; bidets, lavatory pans, flushing cisterns and similar sanitary ware n.e.s. in heading no. 3922~Plastics; household articles and hygienic or toilet articles"
8933,Plastics; statuettes and other ornamental articles~Artwork; collages and similar decorative plaques
8935,"Lamps and light fittings; parts thereof, of plastics~Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
8941,Baby carriages and parts thereof
8972,"Hairpins, curling pins, curling grips, hair curlers and the like (not those of heading no. 8516) and parts thereof~Watch straps, watch bands, watch bracelets, and parts thereof; of base metal, whether or not gold~Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
8974,"Metal; precious or metal clad with precious metal, other than that of item no. 7115.10"
8981,"Musical instruments; string, played other than with a bow (e.g. guitars and harps)"
8983,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37"
8989,"Musical instruments; parts and accessories for the musical instruments n.e.s. in heading no. 9209 and for other mechanical noise makers of chapter 92, n.e.s. in heading no. 9202~Musical instruments; parts and accessories for musical instruments n.e.c. in heading no. 9209; metronomes, tuning forks and pitch pipes"
9310,Commodities not specified according to kind
9410,"Animals; live, n.e.c. in chapter 01, other than mammals, reptiles and birds~Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects~Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking, includes edible flours, meals, and pellets~Animals; live, n.e.s. in chapter 1~Molluscs and other aquatic invertebrates; live, fresh or chilled (whether in shell or not), n.e.c. in heading no. 0307"
9610,"Coin (other than gold coin), not being legal tender"
